"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3023","SN 2004gd","07:09:11.710","+20:36:10.58","SN IIn","","NGC 2341        ","","","","","","","","0","1","","17.3","","2004-11-06 00:00:00","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8443; PositionRef=IAUC 8443; Orig Type=IIn  ]",""
"2968","SN 2004ec","17:08:04.961","+26:22:44.40","SN IIn","","UGC 10717       ","","","","","","","","0","1","","17.5","","2004-08-29 00:00:00","","[Discoverer=Boles; DiscoveryRef=IAUC 8396; PositionRef=IAUC 8396; Orig Type=IIn  ]",""
"2882","SN 2004ay","18:28:57.569","+51:38:55.72","SN IIn","","UGC 11255       ","","","","","","","","0","1","","18.1","","2004-03-23 00:00:00","","[Discoverer=Boles; DiscoveryRef=IAUC 8311; PositionRef=IAUC 8311; Orig Type=IIn  ]",""
"2843","SN 2003ma","05:31:01.879","-70:04:15.89","SN IIn","","Anon.           ","","","","","","","","0","1","","20.5","","2003-12-13 00:00:00","","[Discoverer=Rest et al. (SuperMACHO); DiscoveryRef=IAUC 9092; PositionRef=IAUC 9092; Orig Type=IIn  ]",""
"2830","SN 2003lo","03:37:05.119","-05:02:17.30","SN IIn","","NGC 1376        ","","","","","","","","0","1","","17.2","","2003-12-31 00:00:00","","[Discoverer=Puckett, Kerns; DiscoveryRef=IAUC 8261; PositionRef=IAUC 8261; Orig Type=IIn  ]",""
"2793","SN 2003ke","09:45:52.961","+34:41:01.39","SN IIn","","MCG +06-22-9    ","","","","","","","","0","1","","18.2","","2003-11-23 00:00:00","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8243; PositionRef=IAUC 8243; Orig Type=IIn  ]",""
"2769","SN 2003jh","04:16:37.301","-12:23:32.89","SN IIn","","MCG -02-11-30   ","","","","","","","","0","1","","17.8","","2003-10-29 00:00:00","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8236; PositionRef=IAUC 8236; Orig Type=IIn  ]",""
"2732","SN 2003hy","21:54:22.721","+15:09:37.80","SN IIn","","IC 5145         ","","","","","","","","0","1","","16.6","","2003-09-14 00:00:00","","[Discoverer=Boles; Armstrong; DiscoveryRef=IAUC 8200; PositionRef=IAUC 8200; Orig Type=IIn? ]",""
"2695","SN 2003go","19:52:47.681","-19:11:28.21","SN IIn","","Anon.           ","","","","","","","","0","1","","18.6","","2003-07-22 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 8168; PositionRef=IAUC 8168; Orig Type=IIn  ]",""
"2635","SN 2003ei","16:28:40.301","+12:46:05.81","SN IIn","","UGC 10402       ","","","","","","","","0","1","","17.2","","2003-05-19 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 8134; PositionRef=IAUC 8134; Orig Type=IIn  ]",""
"2631","SN 2003ee","11:33:24.499","-09:59:26.41","SN IIn","","Anon.           ","","","","","","","","0","1","","16.5","","2003-03-28 00:00:00","","[Discoverer=NEAT/Wood-Vasey et al.; DiscoveryRef=IAUC 8130; PositionRef=IAUC 8130; Orig Type=IIn  ]",""
"2621","SN 2003dv","14:58:04.920","+58:52:49.91","SN IIn","","UGC 9638        ","","","","","","","","0","1","","16.2","","2003-04-22 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 8121; PositionRef=IAUC 8121; Orig Type=IIn  ]",""
"2537","SN 2003as","05:28:45.809","+49:52:59.09","SN IIn","","MCG +08-10-7    ","","","","","","","","0","1","","16.8","","2003-02-13 00:00:00","","[Discoverer=Boles; DiscoveryRef=IAUC 8073; PositionRef=IAUC 8073; Orig Type=IIn  ]",""
"2680","SN 2003G","02:08:28.130","+06:23:51.90","SN IIn","","IC 208          ","","","","","","","","0","1","","16.2","","2003-01-08 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 8045; PositionRef=IAUC 8045; Orig Type=IIn  ]",""
"2461","SN 2002kg","07:37:01.831","+65:34:29.32","SN IIn","","NGC 2403        ","","","","","","","","0","1","","19","","2002-10-26 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 8051; PositionRef=IAUC 8051; Orig Type=IIn  ]",""
"2382","SN 2002hi","07:19:54.079","+17:58:18.19","SN IIn","","Anon.           ","","","","","","","","0","1","","17.9","","2002-10-21 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 8006; PositionRef=IAUC 8006; Orig Type=IIn  ]",""
"2329","SN 2002fj","08:40:45.101","-04:07:38.50","SN IIn","","NGC 2642        ","","","","","","","","0","1","","15.8","","2002-09-12 00:00:00","","[Discoverer=Monard; DiscoveryRef=IAUC 7973; PositionRef=IAUC 7973; Orig Type=IIn  ]",""
"2293","SN 2002ea","02:08:25.080","+14:20:52.80","SN IIn","","NGC 820         ","","","","","","","","0","1","","17.7","","2002-07-21 00:00:00","","[Discoverer=Puckett, Newton; DiscoveryRef=IAUC 7935; PositionRef=IAUC 7936; Orig Type=IIn  ]",""
"2240","SN 2002cb","13:04:23.969","+47:35:53.20","SN IIn","","MCG +08-24-34   ","","","","","","","","0","1","","17","","2002-04-07 00:00:00","","[Discoverer=Boles; DiscoveryRef=IAUC 7870; PositionRef=IAUC 7870; Orig Type=IIn  ]",""
"2233","SN 2002bv","07:50:01.130","+30:01:32.20","SN IIn","","UGC 4042        ","","","","","","","","0","1","","17.8","","2002-03-29 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7864; PositionRef=IAUC 7864; Orig Type=IIn  ]",""
"2221","SN 2002bj","05:11:46.411","-15:08:10.79","SN IIn","","NGC 1821        ","","","","","","","","0","1","","14.8","","2002-02-28 00:00:00","","[Discoverer=Puckett, Newton; LOTOSS; DiscoveryRef=IAUC 7839; PositionRef=IAUC 7839; Orig Type=IIn  ]",""
"2184","SN 2002A","07:22:36.139","+71:35:41.50","SN IIn","","UGC 3804        ","","","","","","","","0","1","","17.4","","2002-01-01 00:00:00","","[Discoverer=Beijing Supernova Survey; DiscoveryRef=IAUC 7786; PositionRef=IAUC 7786; Orig Type=IIn  ]",""
"2111","SN 2001ir","08:36:28.121","-11:50:03.52","SN IIn","","MCG -02-22-22   ","","","","","","","","0","1","","17.5","","2001-12-19 00:00:00","","[Discoverer=LOTOSS; DiscoveryRef=IAUC 7781; PositionRef=IAUC 7781; Orig Type=IIn  ]",""
"2013","SN 2001fa","01:48:22.219","+11:31:34.39","SN IIn","","NGC 673         ","","","","","","","","0","1","","16.9","","2001-10-18 00:00:00","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7737; PositionRef=IAUC 7737; Orig Type=IIn  ]",""
"2010","SN 2001ey","22:26:30.770","-06:23:28.61","SN IIn","","MCG -01-57-10   ","","","","","","","","0","1","","17.6","","2001-10-16 00:00:00","","[Discoverer=Puckett, Marcus; DiscoveryRef=IAUC 7735; PositionRef=IAUC 7735; Orig Type=IIn  ]",""
"1880","SN 2001ac","11:03:15.370","+27:58:29.50","SN IIn","","NGC 3504        ","","","","","","","","0","1","","18.2","","2001-03-12 00:00:00","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7596; PositionRef=IAUC 7596; Orig Type=IIn? ]",""
"2093","SN 2001I","03:43:57.281","+39:17:39.41","SN IIn","","UGC 2836        ","","","","","","","","0","1","","17.2","","2001-01-15 00:00:00","","[Discoverer=Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7563; PositionRef=IAUC 7563; Orig Type=IIn  ]",""
"1823","SN 2000ev","06:47:52.001","+84:10:02.21","SN IIn","","                ","","","","","","","","0","1","","16.5","","2000-11-27 00:00:00","","[Discoverer=Manzini; DiscoveryRef=IAUC 7529; PositionRef=IAUC 7532; Orig Type=IIn  ]",""
"1816","SN 2000eo","03:09:08.170","-10:17:55.28","SN IIn","","MCG -2-9-3      ","","","","","","","","0","1","","19.2","","2000-11-16 00:00:00","","[Discoverer=Nearby Galaxies Supernova Search; Lick &amp; Tenagra Observatories Supernova Search; DiscoveryRef=IAUC 7524; PositionRef=IAUC 7524; Orig Type=IIn  ]",""
"1767","SN 2000ct","17:01:03.641","+33:28:45.01","SN IIn","","Anon.           ","","","","","","","","0","1","","17.5","","2000-07-04 00:00:00","","[Discoverer=Sehgal, Puckett, Newton; DiscoveryRef=IAUC 7448; PositionRef=IAUC 7448; Orig Type=IIn  ]",""
"1759","SN 2000cl","10:37:16.070","-41:37:47.78","SN IIn","","NGC 3318        ","","","","","","","","0","1","","14.8","","2000-05-26 00:00:00","","[Discoverer=Chassagne; DiscoveryRef=IAUC 7432; PositionRef=IAUC 7432; Orig Type=IIn  ]",""
"1755","SN 2000ch","10:52:41.400","+36:40:08.51","SN IIn","","NGC 3432        ","","","","","","","","0","1","","17.4","","2000-05-03 00:00:00","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7415; PositionRef=IAUC 7415; Orig Type=IIn  ]",""
"1751","SN 2000cd","10:56:48.691","-05:34:40.80","SN IIn","","Anon.           ","","","","","","","","0","1","","18.2","","2000-03-24 00:00:00","","[Discoverer=Nearby Galaxies Supernova Search Team; DiscoveryRef=IAUC 7416; PositionRef=IAUC 7416; Orig Type=IIn  ]",""
"1727","SN 2000bg","16:52:58.130","+02:23:50.50","SN IIn","","NGC 6240        ","","","","","","","","0","1","","17.4","","2000-04-01 00:00:00","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7392; PositionRef=IAUC 7392; Orig Type=IIn  ]",""
"1866","SN 2000P","13:07:10.529","-28:14:02.51","SN IIn","","NGC 4965        ","","","","","","","","0","1","","14.1","","2000-03-08 00:00:00","","[Discoverer=Chassagne; DiscoveryRef=IAUC 7378; PositionRef=IAUC 7378; Orig Type=IIn  ]",""
"1651","SN 1999gb","08:10:13.699","+33:57:29.81","SN IIn","","NGC 2532        ","","","","","","","","0","1","","16.1","","1999-11-22 00:00:00","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7316; PositionRef=IAUC 7316; Orig Type=IIn  ]",""
"1620","SN 1999ey","00:58:03.350","-27:40:33.38","SN IIn","","Anon.           ","","","","","","","","0","1","","20.3","","1999-11-10 00:00:00","","[Discoverer=Benetti et al. (STRESS); DiscoveryRef=IAUC 7310; PositionRef=IAUC 7310; Orig Type=IIn  ]",""
"1607","SN 1999el","20:37:17.719","+66:06:11.48","SN IIn","","NGC 6951        ","","","","","","","","0","1","","15.4","","1999-10-20 00:00:00","","[Discoverer=Beijing Observatory Supernova Survey; DiscoveryRef=IAUC 7288; PositionRef=IAUC 7303; Orig Type=IIn  ]",""
"1597","SN 1999eb","01:43:45.451","+04:13:25.90","SN IIn","","NGC 664         ","","","","","","","","0","1","","16.2","","1999-10-02 00:00:00","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7268; PositionRef=IAUC 7268; Orig Type=IIn  ]",""
"1537","SN 1999bw","10:19:46.810","+45:31:35.00","SN IIn","","NGC 3198        ","","","","","","","","0","1","","17.8","","1999-04-20 00:00:00","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 7149; PositionRef=IAUC 7149; Orig Type=IIn  ]",""
"1692","SN 1999Z","10:22:37.231","+27:21:19.80","SN IIn","","UGC 5608        ","","","","","","","","0","1","","16.2","","1999-02-08 00:00:00","","[Discoverer=Schwartz; DiscoveryRef=IAUC 7106; PositionRef=IAUC 7106; Orig Type=IIn  ]",""
"1595","SN 1999E","13:17:16.370","-18:33:13.39","SN IIn","","Anon.           ","","","","","","","","0","1","","18","","1999-01-15 00:00:00","","[Discoverer=Antezana; DiscoveryRef=IAUC 7089; PositionRef=IAUC 7089; Orig Type=IIn  ]",""
"1399","SN 1998ct","15:51:11.669","+21:56:35.99","SN IIn","","UGC 10062       ","","","","","","","","0","1","","16.1","","1998-06-30 00:00:00","","[Discoverer=Schwartz; DiscoveryRef=IAUC 6957; PositionRef=IAUC 6957; Orig Type=IIn  ]",""
"1433","SN 1998E","13:29:02.000","+33:10:00.00","SN IIn","","NGC 5161        ","","","","","","","","0","1","","16.5","","1998-01-29 00:00:00","","[Discoverer=Woodings, Martin, Williams; DiscoveryRef=IAUC 6817; PositionRef=; Orig Type=IIn  ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"1235","SN 1997cs","15:13:39.780","+02:53:44.48","SN IIn","","Anon.           ","","","","","","","","0","1","","18","","1997-06-26 00:00:00","","[Discoverer=Mueller; DiscoveryRef=IAUC 6689; PositionRef=IAUC 6689; Orig Type=IIn  ]",""
"1233","SN 1997cq","16:29:50.861","+39:45:20.30","SN IIn","","Anon.           ","","","","","","","","0","1","","19.2","","1997-06-02 00:00:00","","[Discoverer=McDonald Observatory Supernova Search Team; DiscoveryRef=IAUC 6674; PositionRef=IAUC 6674; Orig Type=IIn  ]",""
"1228","SN 1997cl","13:54:18.710","-27:44:27.89","SN IIn","","Anon.           ","","","","","","","","0","1","","18.3","","1997-05-02 00:00:00","","[Discoverer=Mount Stromlo Abell Cluster Supernova Search Team; DiscoveryRef=IAUC 6647; PositionRef=IAUC 6647; Orig Type=IIn  ]",""
"1208","SN 1997bs","11:20:14.251","+12:58:19.60","SN IIn","","NGC 3627        ","","","","","","","","0","1","","17","","1997-04-15 00:00:00","","[Discoverer=Lick Observatory Supernova Search; DiscoveryRef=IAUC 6627; PositionRef=IAUC 6632; Orig Type=IIn? ]",""
"1138","SN 1996cr","14:13:10.010","-65:20:44.41","SN IIn","","ESO 97-G13      ","","","","","","","","0","1","","15.8","","1996-03-16 00:00:00","","[Discoverer=Bauer; DiscoveryRef=CBET 879; PositionRef=CBET  879; Orig Type=IIn  ]",""
"1114","SN 1996bu","11:20:59.299","+53:12:08.39","SN IIn","","NGC 3631        ","","","","","","","","0","1","","17.3","","1996-11-14 00:00:00","","[Discoverer=Kushida; DiscoveryRef=IAUC 6505; PositionRef=IAUC 6505; Orig Type=IIn  ]",""
"1071","SN 1996ae","14:53:59.810","+03:31:46.31","SN IIn","","NGC 5775        ","","","","","","","","0","1","","16.5","","1996-05-21 00:00:00","","[Discoverer=Vagnozzi, Piermarini, Russo; DiscoveryRef=IAUC 6409; PositionRef=IAUC 6409; Orig Type=IIn  ]",""
"1147","SN 1996L","11:38:37.800","-43:25:13.80","SN IIn","","ESO 266-G10     ","","","","","","","","0","1","","18.5","","1996-03-19 00:00:00","","[Discoverer=McNaught; DiscoveryRef=IAUC 6346; PositionRef=IAUC 6346; Orig Type=IIn  ]",""
"1009","SN 1995aa","22:59:09.730","-04:30:57.31","SN IIn","","Anon.           ","","","","","","","","0","1","","19.8","","1995-09-02 00:00:00","","[Discoverer=Pollas; DiscoveryRef=IAUC 6236; PositionRef=IAUC 6236; Orig Type=IIn  ]",""
"1053","SN 1995N","14:49:28.270","-10:10:15.38","SN IIn","","MCG -02-38-17   ","","","","","","","","0","1","","17.5","","1995-05-05 00:00:00","","[Discoverer=Pollas; DiscoveryRef=IAUC 6170; PositionRef=IAUC 6160; Orig Type=IIn  ]",""
"978","SN 1994ak","09:14:01.469","+40:06:21.49","SN IIn","","NGC 2782        ","","","","","","","","0","1","","16.3","","1994-12-24 00:00:00","","[Discoverer=Kushida; DiscoveryRef=IAUC 6122; PositionRef=IAUC 6123; Orig Type=IIn  ]",""
"1006","SN 1994Y","13:55:36.910","+40:27:53.60","SN IIn","","NGC 5371        ","","","","","","","","0","1","","15","","1994-08-19 00:00:00","","[Discoverer=Wren; DiscoveryRef=IAUC 6058; PositionRef=IAUC 6065; Orig Type=IIn  ]",""
